"Parasite","Host","ReferenceText","pmid","doi","title_pubMed"
"vibrio fluvialis","enhydra lutris","Miller et al. 2010","19720009","10.1051/vetres/2009049","Enteric bacterial pathogen detection in southern sea otters (Enhydra lutris nereis) is associated with coastal urbanization and freshwater runoff."
"vibrio parahaemolyticus","enhydra lutris","Miller et al. 2010","19720009","10.1051/vetres/2009049","Enteric bacterial pathogen detection in southern sea otters (Enhydra lutris nereis) is associated with coastal urbanization and freshwater runoff."
"vibrio sp.","enhydra lutris","Miller et al. 2010","19720009","10.1051/vetres/2009049","Enteric bacterial pathogen detection in southern sea otters (Enhydra lutris nereis) is associated with coastal urbanization and freshwater runoff."
"coronocyclus coronatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"coronocyclus labiatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"coronocyclus labratus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum alveatum","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum catinatum","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum montgomeryi","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum pateratum","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum tetracanthum","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus asini","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus auriculatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus elongatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus insigne","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus leptostomum","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus nassatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus radiatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus asymetricus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus calicatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus goldi","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus longibursatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus minutus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"draschia megastoma","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"gastrodiscus aegyptiacus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"habronema majus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"habronema muscae","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"oxyuris equi","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"parapoteriostomum schuermanni","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"probstmayria vivipara","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"setaria equina","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"strongylus edentatus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"strongylus equinus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"strongylus vulgaris","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"triodontophorus burchelli","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"triodontophorus hartmannae","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"triodontophorus serratus","equus asinus","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"anoplocephala magna","equus burchellii","Mares et al 1984",NA,NA,NA
"anoplocephala perfoliata","equus burchellii","Mares et al 1984",NA,NA,NA
"anoplocephala perfoliata","equus burchellii","Ocaido et al 1996",NA,NA,NA
"anoplocephala perfoliata","equus burchellii","Zieger et al 1998b",NA,NA,NA
"equine arteritis","equus burchellii","Borchers et al. 2005","15827213","10.7589/0090-3558-41.1.80","Antibodies against equine herpesviruses and equine arteritis virus in Burchell's zebras (Equus burchelli ) from the Serengeti ecosystem."
"bacillus anthracis","equus burchellii","Berry 1993","8518440","10.20506/rst.12.1.675","Surveillance and control of anthrax and rabies in wild herbivores and carnivores in Namibia."
"bacillus anthracis","equus burchellii","Clegg et al. 2007","17259452","10.1136/vr.160.4.113","Massive outbreak of anthrax in wildlife in the Malilangwe Wildlife Reserve, Zimbabwe."
"bacillus anthracis","equus burchellii","Muoria et al 2007b",NA,NA,NA
"crossocephalus viviparus","equus burchellii","Mares et al 1984",NA,NA,NA
"crossocephalus viviparus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum alveatum","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum montgomeryi","equus burchellii","Kharchenko et al 2001",NA,NA,NA
"cyathostomum montgomeryi","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cyathostomum sp.","equus burchellii","Mares et al 1984",NA,NA,NA
"cyathostomum tetracanthum","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cycloposthium scutigerum","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus adersi","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus auriculatus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus insigne","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicocyclus insigne","equus burchellii","Zieger et al 1998b",NA,NA,NA
"cylicocyclus sp.","equus burchellii","Mares et al 1984",NA,NA,NA
"cylicocyclus triramosus","equus burchellii","Kharchenko et al 1997","9379300","10.2307/3284290","A redescription of Cylicocyclus triramosus (Nematoda: Strongyloidea): a parasite of the zebra, Equus burchelli antiquorum."
"cylicocyclus triramosus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicodontophorus reineckei","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicodontophorus reineckei","equus burchellii","Scialdo-Krecek and Malan 1984",NA,NA,NA
"cylicostephanus bidentatus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus calicatus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylicostephanus minutus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylindropharynx intermedia","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"cylindropharynx sp.","equus burchellii","Mares et al 1984",NA,NA,NA
"draschia megastoma","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"draschia sp.","equus burchellii","Zieger et al 1998b",NA,NA,NA
"gastrodiscus aegyptiacus","equus burchellii","Zieger et al 1998b",NA,NA,NA
"habronema majus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"habronema malani","equus burchellii","Krecek 1989",NA,NA,NA
"habronema malani","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"habronema sp.","equus burchellii","Ocaido et al 1996",NA,NA,NA
"habronema tomasi","equus burchellii","Krecek 1989",NA,NA,NA
"habronema tomasi","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"habronema zebrae","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"leptospira interrogans","equus burchellii","Anderson & Rowe 1998","9825798","10.1017/S0950268898001289","The prevalence of antibody to the viruses of bovine virus diarrhoea, bovine herpes virus 1, rift valley fever, ephemeral fever and bluetongue and to Leptospira sp in free-ranging wildlife in Zimbabwe."
"crimean-congo hemorrhagic fever nairovirus","equus burchellii","Shepherd et al 1987","3101526","10.4269/ajtmh.1987.36.133","Antibody to Crimean-Congo hemorrhagic fever virus in wild mammals from southern Africa."
"oesophagodontus robustus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"african horse sickness","equus burchellii","Barnard 1993",NA,NA,NA
"african horse sickness","equus burchellii","Hamblin et al 1990","2123458","10.1017/S0950268800048226","Antibodies to some pathogenic agents in free-living wild species in Tanzania."
"oxyuris equi","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"oxyuris equi","equus burchellii","Ocaido et al 1996",NA,NA,NA
"parapoteriostomum schuermanni","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"parascaris equorum","equus burchellii","Mares et al 1984",NA,NA,NA
"parascaris equorum","equus burchellii","Ocaido et al 1996",NA,NA,NA
"poteriostomum ratzii","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"probstmayria vivipara","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"setaria equina","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"setaria equina","equus burchellii","Ocaido et al 1996",NA,NA,NA
"skrjabinodentus longiconus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"staphylococcus aureus","equus burchellii","Pandey et al 1998","9492376","10.1292/jvms.60.137","Cutaneous staphylococcal granuloma in a free living zebra (Equus burchelli) in Zambia."
"streptococcus equi","equus burchellii","Speck et al 2008","17997053","10.1016/j.vetmic.2007.09.019","Characterization of Streptococcus equi subsp. ruminatorum isolated from spotted hyenas (Crocuta crocuta) and plains zebras (Equus burchelli), and identification of a M-like protein (SrM) encoding gene."
"strongyloides westeri","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"strongylus asini","equus burchellii","Els et al 1983",NA,NA,NA
"strongylus asini","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
"strongylus edentatus","equus burchellii","Els et al 1983",NA,NA,NA
"strongylus edentatus","equus burchellii","Matthee et al 2004","15715215","10.1645/GE-3353","A comparison of the intestinal helminth communities of Equidae in Southern Africa."
