"Parasite","Host","DetectionMethod","DetectionQuality","Citation","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","Year","YearType","ParasiteType","Database","PathogenName_Harmonised","PathogenType","HumanInfective_External","IsZoonotic","DiseaseAgent","Disease_GIDEON","Route_GIDEON","HumanInfective_Any"
"pichinde","handleyomys fuscatus","Isolation",2,"Trapido & Sanmartin 1971","rodentia","cricetidae","handleyomys","fuscatus","unassigned","arenaviridae",NA,"arenavirus","SS","RNA","enveloped",TRUE,TRUE,10416,0,1,0,1971,"ScientificPublicationDate_Earliest","virus","HP3","pichinde","virus",0,0,0,NA,NA,1
"monkeypox","heliosciurus rufobrachium","Antibodies",0,"Khodakevich et al 1987","rodentia","sciuridae","heliosciurus","rufobrachium","unassigned","poxviridae","chordopoxvirinae","orthopoxvirus","DS","DNA","enveloped",FALSE,TRUE,196858,0,1,1,1987,"ScientificPublicationDate_Earliest","virus","HP3","monkeypox","virus",1,1,1,"monkeypox","direct, respiratory",1
"rabies","herpestes sanguineus","PCR",2,"van Zyl et al. 2010","carnivora","herpestidae","herpestes","sanguineus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2010,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"bimiti","heteromys anomalus","Isolation",2,"Shope et al. 1988","rodentia","heteromyidae","heteromys","anomalus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12102,0,0,0,1988,"ScientificPublicationDate_Earliest","virus","HP3","bimiti","virus",0,0,0,NA,NA,0
"caraparu","heteromys anomalus","Isolation",2,"Shope et al. 1988","rodentia","heteromyidae","heteromys","anomalus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,1,1988,"ScientificPublicationDate_Earliest","virus","HP3","caraparu","virus",1,1,1,"group c viral fevers","vector",1
"guama","heteromys anomalus","Isolation",2,"Shope et al. 1988","rodentia","heteromyidae","heteromys","anomalus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,1,1988,"ScientificPublicationDate_Earliest","virus","HP3","guama","virus",1,1,1,"bunyaviridae infections misc.","vector",1
"venezuelan equine encephalitis","heteromys anomalus","Isolation",2,"Downs et al. 1963","rodentia","heteromyidae","heteromys","anomalus","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1963,"ScientificPublicationDate_Earliest","virus","HP3","venezuelan equine encephalitis","virus",1,1,1,"venezuelan equine encephalitis","vector",1
"rift valley fever","hipposideros abae","Isolation",2,"Calisher et al. 2006","chiroptera","hipposideridae","hipposideros","abae","unassigned","bunyaviridae",NA,"phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11979,0,1,1,2006,"ScientificPublicationDate_Earliest","virus","HP3","rift valley","virus",1,1,1,"rift valley fever","vector, direct",1
"japanese encephalitis","hipposideros armiger","Isolation",2,"Calisher et al. 2006","chiroptera","hipposideridae","hipposideros","armiger","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,2006,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"nipah","hipposideros armiger","Antibodies",0,"Li et al. 2008","chiroptera","hipposideridae","hipposideros","armiger","mononegavirales","paramyxoviridae","paramyxovirinae","henipavirus","SS","RNA","enveloped",FALSE,TRUE,18246,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","nipah","virus",1,1,1,"nipah virus encephalitis","food, direct, respiratory",1
"japanese encephalitis","hipposideros bicolor","Antibodies",0,"Cui et al. 2008","chiroptera","hipposideridae","hipposideros","bicolor","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,2008,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"chikungunya","hipposideros caffer","Isolation",2,"Calisher et al. 2006","chiroptera","hipposideridae","hipposideros","caffer","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11826,0,1,1,2006,"ScientificPublicationDate_Earliest","virus","HP3","chikungunya","virus",1,1,1,"chikungunya fever","vector",1
"rift valley fever","hipposideros caffer","Isolation",2,"Konstantinov et al. 2006","chiroptera","hipposideridae","hipposideros","caffer","unassigned","bunyaviridae",NA,"phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11979,0,1,1,2006,"ScientificPublicationDate_Earliest","virus","HP3","rift valley","virus",1,1,1,"rift valley fever","vector, direct",1
"japanese encephalitis","hipposideros cineraceus","Antibodies",0,"Cui et al. 2008","chiroptera","hipposideridae","hipposideros","cineraceus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,2008,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"issyk-kul","hipposideros diadema","Isolation",2,"Calisher et al. 2006","chiroptera","hipposideridae","hipposideros","diadema","unassigned","bunyaviridae",NA,"unassigned","SS","RNA","enveloped",TRUE,TRUE,19642,0,0,0,2006,"ScientificPublicationDate_Earliest","virus","HP3","issyk-kul","virus",0,0,0,NA,NA,0
"kyasanur forest disease","hipposideros lankadiva","Antibodies",0,"Bhat et al. 1978","chiroptera","hipposideridae","hipposideros","lankadiva","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10720,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","kyasanur forest disease","virus",1,1,1,"kyasanur forest disease","vector",1
"nipah","hipposideros larvatus","PCR",2,"Wacharapluesadee et al. 2005","chiroptera","hipposideridae","hipposideros","larvatus","mononegavirales","paramyxoviridae","paramyxovirinae","henipavirus","SS","RNA","enveloped",FALSE,TRUE,18246,0,1,1,2005,"ScientificPublicationDate_Earliest","virus","HP3","nipah","virus",1,1,1,"nipah virus encephalitis","food, direct, respiratory",1
"japanese encephalitis","hipposideros pomona","Antibodies",0,"Cui et al. 2008","chiroptera","hipposideridae","hipposideros","pomona","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,2008,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"nipah","hipposideros pomona","Antibodies",0,"Li et al. 2008","chiroptera","hipposideridae","hipposideros","pomona","mononegavirales","paramyxoviridae","paramyxovirinae","henipavirus","SS","RNA","enveloped",FALSE,TRUE,18246,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","nipah","virus",1,1,1,"nipah virus encephalitis","food, direct, respiratory",1
"japanese encephalitis","hipposideros speoris","Antibodies",0,"Cui et al. 2008","chiroptera","hipposideridae","hipposideros","speoris","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10976,0,1,0,2008,"ScientificPublicationDate_Earliest","virus","HP3","japanese encephalitis","virus",1,1,1,"japanese encephalitis","vector",1
"kyasanur forest disease","hipposideros speoris","Antibodies",0,"Bhat et al. 1978","chiroptera","hipposideridae","hipposideros","speoris","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10720,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","kyasanur forest disease","virus",1,1,1,"kyasanur forest disease","vector",1
"bovine viral diarrhea virus 1","hippotragus equinus","SNT",1,"Depner et al. 1991","cetartiodactyla","bovidae","hippotragus","equinus","unassigned","flaviviridae",NA,"pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,1991,"ScientificPublicationDate_Earliest","virus","HP3","bovine viral diarrhea virus 1","virus",0,0,0,NA,NA,0
