Pathogen_Original,Type,Synonym,InAssoc,Pathogen_Harmonised,Pathogen_Harm2
minatitlan orthobunyavirus,Virus,,FALSE,minatitlan,minatitlan virus
miniopterus bat coronavirus 1,Virus,bat coronavirus strain 61,FALSE,miniopterus bat coronavirus 1,miniopterus bat coronavirus 1
miniopterus bat coronavirus hku8,Virus,bat coronavirus hku8,FALSE,miniopterus bat coronavirus hku8,miniopterus bat coronavirus hku8
mischivirus a,Virus,,FALSE,mischivirus a,mischivirus a
mobala mammarenavirus,Virus,mobala virus,FALSE,mobala,mobala virus
modoc,Virus,,TRUE,modoc,modoc virus
mokola lyssavirus,Virus,mokola virus,FALSE,mokola,mokola virus
molluscum contagiosum,Virus,mocv,TRUE,molluscum contagiosum,molluscum contagiosum virus
moloney murine sarcoma,Virus,murine sarcoma virus; moloney murine sarcoma virus musv,TRUE,moloney murine sarcoma,moloney murine sarcoma virus
monkeypox,Virus,monkey pox virus,TRUE,monkeypox,monkeypox virus
montana myotis leukoencephalitis,Virus,,TRUE,montana myotis leukoencephalitis,montana myotis leukoencephalitis virus
mopeia mammarenavirus,Virus,mopeia virus,FALSE,mopeia,mopeia virus
mosavirus a,Virus,,FALSE,mosavirus a,mosavirus a
mosso das pedras,Virus,,FALSE,mosso das pedras virus 78v3531,mosso das pedras virus 78v3531
mouse mammary tumor,Virus,"murine mammary tumor provirus mmtv; mouse mammary tumor virus mtv; mouse mammary tumor virus mtv, etc.",TRUE,mouse mammary tumor,mouse mammary tumor virus
m'poko orthobunyavirus,Virus,,FALSE,m'poko,m'poko orthobunyavirus
mucambo,Virus,,TRUE,mucambo,mucambo virus
mule deerpox,Virus,odocoileus hemionus poxvirus; mule deer poxvirus; deerpox virus,FALSE,deerpox virus w-848-83,deerpox virus w-848-83
muleshoe hantavirus,Virus,muleshoe virus,FALSE,muleshoe,muleshoe virus
mumps,Virus,,TRUE,mumps,mumps virus
munia coronavirus hku13,Virus,,FALSE,munia coronavirus hku13,munia coronavirus hku13
mupapillomavirus 1,Virus,human papillomavirus 1,FALSE,human papillomavirus 1,human papillomavirus 1
mupapillomavirus 2,Virus,human papillomavirus 63,FALSE,human papillomavirus 63,human papillomavirus 63
murid betaherpesvirus 1,Virus,"murine cytomegalovirus; murid herpesvirus 1; murine cytomegalovirus mcmv, etc.",FALSE,murid herpesvirus 1,murid herpesvirus 1
murid betaherpesvirus 2,Virus,rat cytomegalovirus; murid herpesvirus 2,FALSE,murid herpesvirus 2,murid herpesvirus 2
murid betaherpesvirus 8,Virus,murid herpesvirus 8,FALSE,murid herpesvirus 8,murid herpesvirus 8
murid gammaherpesvirus 4,Virus,"muhv-4; murine herpesvirus 68; murid herpesvirus 4, etc.",FALSE,murid herpesvirus 4,murid herpesvirus 4
murid gammaherpesvirus 7,Virus,,FALSE,murid herpesvirus 7,murid herpesvirus 7
murine coronavirus,Virus,,TRUE,murine coronavirus,murine coronavirus
murine leukemia,Virus,mlv; murine leukemia virus mulv; murine leukemia virus mlv,TRUE,murine leukemia,murine leukemia
murine mastadenovirus a,Virus,murine adenovirus a,FALSE,murine adenovirus a,murine adenovirus a
murine mastadenovirus b,Virus,murine adenovirus b,FALSE,murine adenovirus b,murine adenovirus b
murine mastadenovirus c,Virus,murine adenovirus c,FALSE,murine adenovirus c,murine adenovirus c
murine pneumonia,Virus,pneumonia virus of mice pvm; pneumonia virus of mice,TRUE,murine pneumonia,murine pneumonia virus
murray valley encephalitis,Virus,,TRUE,murray valley encephalitis,murray valley encephalitis virus
mus musculus polyomavirus 1,Virus,mouse polyomavirus; polyomavirus muris; murine polyomavirus,FALSE,murine polyomavirus,murine polyomavirus
mus musculus polyomavirus 2,Virus,murine pneumotropic virus; kilham strain of polyomavirus,FALSE,murine pneumotropic,murine pneumotropic virus
mustelid gammaherpesvirus 1,Virus,mustelid herpesvirus 1; badger herpesvirus,FALSE,mustelid herpesvirus 1,mustelid herpesvirus 1
mynahpox,Virus,,FALSE,mynahpox,mynahpox virus
myxoma,Virus,myxoma virus myx,TRUE,myxoma,myxoma virus
ndumu,Virus,,TRUE,ndumu,ndumu virus
nelson bay orthoreovirus,Virus,nelson bay reovirus; nelson bay virus,TRUE,nelson bay orthoreovirus,nelson bay orthoreovirus
new jersey vesiculovirus,Virus,vesicular stomatitis new jersey virus,TRUE,new jersey vesiculovirus,new jersey vesiculovirus
new york hantavirus,Virus,new york virus,FALSE,new york-1,new york virus
newbury-1,Virus,,TRUE,newbury-1,newbury-1 virus
newcastle disease,Virus,avian paramyxovirus 1; avian paramyxovirus type 1; avian paramyxovirus serotype i,TRUE,newcastle disease,newcastle disease virus
ngaingan,Virus,,FALSE,ngaingan,ngaingan virus
nile crocodilepox,Virus,,FALSE,nile crocodilepox,nile crocodilepox virus
nipah,Virus,,TRUE,nipah,nipah virus
nodamura,Virus,,FALSE,nodamura,nodamura virus
norwalk,Virus,norwalk virus nv; norwalk calicivirus,TRUE,norwalk,norwalk virus
ntaya,Virus,,TRUE,ntaya,ntaya virus
nupapillomavirus 1,Virus,human papillomavirus 41,FALSE,human papillomavirus 41,human papillomavirus 41
nyamanini nyavirus,Virus,nyamanini virus,FALSE,nyamanini nyavirus,nyamanini nyavirus
nyando orthobunyavirus,Virus,nyando virus,FALSE,nyando,nyando virus
oliveros mammarenavirus,Virus,oliveros virus; oliveros arenavirus,FALSE,oliveros,oliveros virus
omegapapillomavirus 1,Virus,,FALSE,omegapapillomavirus 1,omegapapillomavirus 1
omikronpapillomavirus 1,Virus,phocoena spinipinnis papillomavirus,FALSE,phocoena spinipinnis papillomavirus,phocoena spinipinnis papillomavirus
omsk hemorrhagic fever,Virus,omsk haemorrhagic fever virus ohf; omsk haemorrhagic fever virus,FALSE,omsk,omsk hemorrhagic fever virus
oncorhynchus 1 novirhabdovirus,Virus,infectious hematopoietic necrosis virus,FALSE,infectious hematopoietic necrosis,infectious hematopoietic necrosis virus
oncorhynchus 2 novirhabdovirus,Virus,"viral hemorrhagic septicemia virus; hemorrhagic septicemia virus; hemorragic septicemy virus of fish, etc.",FALSE,viral hemorrhagic septicemia,viral hemorrhagic septicemia virus
o'nyong-nyong,Virus,onn,TRUE,o'nyong-nyong,o'nyong-nyong virus
orf,Virus,contagious pustular dermatitis virus,TRUE,orf,orf virus
oriboca orthobunyavirus,Virus,oriboca virus,FALSE,oriboca,oriboca virus
oropouche orthobunyavirus,Virus,oropouche virus,FALSE,oropouche,oropouche virus
orthohepevirus a,Virus,,TRUE,orthohepevirus a,orthohepevirus a
orthohepevirus b,Virus,avian hepatitis e virus,FALSE,orthohepevirus b,orthohepevirus b
orthohepevirus c,Virus,,FALSE,orthohepevirus c,orthohepevirus c
orthohepevirus d,Virus,,FALSE,orthohepevirus d,orthohepevirus d
orungo,Virus,orungo virus group,TRUE,orungo,orungo virus
oscivirus a,Virus,,FALSE,oscivirus a,oscivirus a
ovine atadenovirus d,Virus,ovine adenovirus d,FALSE,ovine adenovirus d,ovine adenovirus d
ovine gammaherpesvirus 2,Virus,"ovhv-2; sheep-associated malignant catarrhal fever virus; ovine herpesvirus 2, etc.",FALSE,ovine herpesvirus 2,ovine herpesvirus 2
ovine mastadenovirus a,Virus,ovine adenovirus a,FALSE,ovine adenovirus a,ovine adenovirus a
ovine mastadenovirus b,Virus,ovine adenovirus b,FALSE,ovine adenovirus b,ovine adenovirus b
palyam,Virus,palyam virus group,TRUE,palyam,palyam virus
panine betaherpesvirus 2,Virus,"pohv-4; chimpanzee cytomegalovirus; pongine herpesvirus 4, etc.",FALSE,pongine herpesvirus 4,pongine herpesvirus 4
panine gammaherpesvirus 1,Virus,pongine herpesvirus 1; panine herpesvirus 1; herpesvirus pan,FALSE,panine herpesvirus 1,panine herpesvirus 1
papiine alphaherpesvirus 2,Virus,"cehv-16;   herpesvirus papio 2; baboon herpesvirus 2, etc.",FALSE,papiine herpesvirus 2,papiine herpesvirus 2
papiine betaherpesvirus 3,Virus,,FALSE,papiine herpesvirus 1,papiine herpesvirus 1
papiine gammaherpesvirus 1,Virus,"herpesvirus papio hvp; papiine herpesvirus 1; cercopithecine herpesvirus 12, etc.",FALSE,papiine herpesvirus 1,papiine herpesvirus 1
parainfluenza virus 5,Virus,"sv5; simian paramyxovirus sv5; simian virus 5, etc.",TRUE,parainfluenza virus 5,parainfluenza virus 5
parana mammarenavirus,Virus,parana virus; parana arenavirus; paran mammarenavirus,FALSE,parana,parana virus
parapoxvirus of red deer in new zealand,Virus,red deer parapoxvirus,FALSE,red deer parapoxvirus new zealand,red deer parapoxvirus new zealand
parechovirus a,Virus,human parechovirus,FALSE,human parechovirus,human parechovirus
parechovirus b,Virus,ljungan virus,FALSE,ljungan,ljungan virus
pasivirus a,Virus,,FALSE,pasivirus a,pasivirus a
passeriform 1 bornavirus,Virus,,FALSE,passeriform 1 bornavirus,passeriform 1 bornavirus
passeriform 2 bornavirus,Virus,,FALSE,passeriform 2 bornavirus,passeriform 2 bornavirus
passerivirus a,Virus,,FALSE,passerivirus a,passerivirus a
patois orthobunyavirus,Virus,,FALSE,patois,patois virus
pegivirus a,Virus,gbv-a; hepatitis gb virus a; gb virus a,FALSE,gb virus a,gb virus a
pegivirus b,Virus,gb virus d,FALSE,gb virus d,gb virus d
perch perhabdovirus,Virus,perch rhabdovirus,FALSE,perch perhabdovirus,perch perhabdovirus
peruvian horse sickness,Virus,,TRUE,peruvian horse sickness,peruvian horse sickness virus
peste-des-petits-ruminants,Virus,pseudorinderpest virus; peste-des-petits-ruminants,TRUE,peste-des-petits-ruminants,peste-des-petits-ruminants virus
phipapillomavirus 1,Virus,,FALSE,phipapillomavirus 1,phipapillomavirus 1
phnom penh bat,Virus,phnom-penh bat virus,TRUE,phnom penh bat,phnom penh bat virus
phocid alphaherpesvirus 1,Virus,"phhv-1; phocid herpesvirus 1; phocine herpesvirus type 1, etc.",FALSE,phocid herpesvirus 1,phocid herpesvirus 1
phocid gammaherpesvirus 2,Virus,p0hv-2; phocid herpesvirus 2,FALSE,phocid herpesvirus 2,phocid herpesvirus 2
phocine distemper,Virus,phocine distemper virus pdv; phocid distemper virus pdv; phocid distemper virus,TRUE,phocine distemper,phocine distemper virus
pichinde mammarenavirus,Virus,pichinde virus; pichinde arenavirus; pichind mammarenavirus,FALSE,pichinde,pichinde virus
pigeon circovirus,Virus,,FALSE,pigeon circovirus,pigeon circovirus
pigeonpox,Virus,pigeon poxvirus; pigeon pox virus; pigeonpox virus ppv,FALSE,pigeonpox,pigeonpox virus
pike fry sprivivirus,Virus,pike fry rhabdovirus,FALSE,pike fry sprivivirus,pike fry sprivivirus
pinniped bocaparvovirus 1,Virus,,FALSE,pinniped bocaparvovirus 1,pinniped bocaparvovirus 1
pinniped bocaparvovirus 2,Virus,,FALSE,pinniped bocaparvovirus 2,pinniped bocaparvovirus 2
pinniped dependoparvovirus 1,Virus,,FALSE,pinniped dependoparvovirus 1,pinniped dependoparvovirus 1
pipapillomavirus 1,Virus,hamster oral papillomavirus,FALSE,hamster oral papillomavirus,hamster oral papillomavirus
pipapillomavirus 2,Virus,,FALSE,pipapillomavirus 2,pipapillomavirus 2
pipistrellus bat coronavirus hku5,Virus,bat coronavirus hku5,FALSE,bat coronavirus hku5,bat coronavirus hku5
pirital mammarenavirus,Virus,pirital virus,FALSE,pirital,pirital virus
piry vesiculovirus,Virus,piry virus,FALSE,piry,piry virus
piscihepevirus a,Virus,,FALSE,piscihepevirus a,piscihepevirus a
pixuna,Virus,,TRUE,pixuna,pixuna virus
porcine circovirus 1,Virus,porcine circovirus-1; porcine circovirus type 1,FALSE,porcine circovirus-1,porcine circovirus-1
porcine circovirus 2,Virus,porcine circovirus-2; porcine circovirus type 2; porcine circovirus type ii,FALSE,porcine circovirus-2,porcine circovirus-2
porcine epidemic diarrhea,Virus,porcine epidemic diarrhoea virus,TRUE,porcine epidemic diarrhea,porcine epidemic diarrhea virus
porcine mastadenovirus a,Virus,porcine adenovirus a,FALSE,porcine adenovirus a,porcine adenovirus a
porcine mastadenovirus b,Virus,porcine adenovirus b,FALSE,porcine adenovirus b,porcine adenovirus b
porcine mastadenovirus c,Virus,porcine adenovirus c,FALSE,porcine adenovirus c,porcine adenovirus c
porcine reproductive and respiratory syndrome virus 1,Virus,porcine respiratory and reproductive syndrome virus,TRUE,porcine reproductive and respiratory syndrome virus 1,porcine reproductive and respiratory syndrome virus 1
porcine reproductive and respiratory syndrome virus 1,Virus,,TRUE,porcine reproductive and respiratory syndrome virus 1,porcine reproductive and respiratory syndrome virus 1
porcine rubulavirus,Virus,"lpmv; porpv; la-piedad-michoacan-mexico virus, etc.",TRUE,porcine rubulavirus,porcine rubulavirus
porcine torovirus,Virus,,TRUE,porcine torovirus,porcine torovirus
porcine type-c oncovirus,Virus,,TRUE,porcine type-c oncovirus,porcine type-c oncovirus
possum atadenovirus a,Virus,possum adenovirus a; possum adenovirus,FALSE,possum adenovirus,possum adenovirus
powassan,Virus,flavivirus powassan,TRUE,powassan,powassan virus
primate bocaparvovirus 1,Virus,,FALSE,primate bocaparvovirus 1,primate bocaparvovirus 1
primate bocaparvovirus 2,Virus,,FALSE,primate bocaparvovirus 2,primate bocaparvovirus 2
primate erythroparvovirus 1,Virus,,FALSE,primate erythroparvovirus 1,primate erythroparvovirus 1
primate erythroparvovirus 2,Virus,,FALSE,primate erythroparvovirus 2,primate erythroparvovirus 2
primate erythroparvovirus 3,Virus,,FALSE,primate erythroparvovirus 3,primate erythroparvovirus 3
primate erythroparvovirus 4,Virus,,FALSE,primate erythroparvovirus 4,primate erythroparvovirus 4
primate protoparvovirus 1,Virus,,FALSE,primate protoparvovirus 1,primate protoparvovirus 1
primate tetraparvovirus 1,Virus,,FALSE,primate tetraparvovirus 1,primate tetraparvovirus 1
primate t-lymphotropic virus 1,Virus,human t-lymphotropic virus 1,TRUE,primate t-lymphotropic virus 1,primate t-lymphotropic virus 1
primate t-lymphotropic virus 2,Virus,,TRUE,primate t-lymphotropic virus 2,primate t-lymphotropic virus 2
primate t-lymphotropic virus 3,Virus,,TRUE,primate t-lymphotropic virus 3,primate t-lymphotropic virus 3
prospect hill hantavirus,Virus,prospect hill virus,FALSE,prospect hill,prospect hill virus
pseudocowpox,Virus,pseudocowpoxvirus,TRUE,pseudocowpox,pseudocowpox virus
psipapillomavirus 1,Virus,,FALSE,psipapillomavirus 1,psipapillomavirus 1
psittacid alphaherpesvirus 1,Virus,pshv-1; psittacid herpesvirus 1; pacheco's disease virus,FALSE,psittacid herpesvirus 1,psittacid herpesvirus 1
psittaciform 1 bornavirus,Virus,,FALSE,psittaciform 1 bornavirus,psittaciform 1 bornavirus
psittacinepox,Virus,,FALSE,psittacinepox,psittacinepox virus
puma lentivirus,Virus,puma lentivirus plv,TRUE,puma lentivirus,puma lentivirus
punta toro phlebovirus,Virus,,FALSE,punta toro,punta toro virus
puumala hantavirus,Virus,"nephropathia epidemica virus; puumala virus; puumala virus pv, etc.",FALSE,puumala,puumala virus
qalyub nairovirus,Virus,qalyub virus,FALSE,qalyub,qalyub virus
quailpox,Virus,,FALSE,quailpox,quailpox virus
quaranfil,Virus,,TRUE,quaranfil,quaranfil virus
rabbit fibroma,Virus,sfv; shope fibroma virus sfv; shope fibroma virus,TRUE,rabbit fibroma,rabbit fibroma virus
rabbit hemorrhagic disease,Virus,rabbit hemorrhagic disease virus rhdv; rabbit haemorrhagic disease virus,TRUE,rabbit hemorrhagic disease,rabbit hemorrhagic disease virus
rabies lyssavirus,Virus,rabies virus,FALSE,rabies,rabies virus
raccoonpox,Virus,racoon poxvirus; raccoon poxvirus; raccoon poxvirus rcn,TRUE,raccoonpox,raccoonpox virus
ranid herpesvirus 1,Virus,lucke tumor herpesvirus; lucke frog herpesvirus,TRUE,ranid herpesvirus 1,ranid herpesvirus 1
ranid herpesvirus 2,Virus,rahv-2; frog herpesvirus 4,TRUE,ranid herpesvirus 2,ranid herpesvirus 2
raptor siadenovirus a,Virus,raptor adenovirus a,FALSE,raptor adenovirus a,raptor adenovirus a
redspotted grouper nervous necrosis,Virus,red-spotted grouper nervous necrosis virus; grouper nervous necrosis virus,TRUE,redspotted grouper nervous necrosis,redspotted grouper nervous necrosis virus
reptilian orthoreovirus,Virus,reptilian reovirus,TRUE,reptilian orthoreovirus,reptilian orthoreovirus
reston ebolavirus,Virus,rebov; reston ebola virus; ebola virus reston,TRUE,reston ebolavirus,reston ebolavirus
reticuloendotheliosis,Virus,"avian reticuloendotheliosis virus; reticuloendotheliosis virus a; reticuloendotheliosis virus rev-a, etc.",TRUE,reticuloendotheliosis,reticuloendotheliosis virus
rhinolophus bat coronavirus hku2,Virus,bat coronavirus hku2,FALSE,bat coronavirus hku2,bat coronavirus hku2
rhinovirus a,Virus,human rhinovirus a,FALSE,human rhinovirus a,human rhinovirus a
rhinovirus b,Virus,human rhinovirus b,FALSE,human rhinovirus b,human rhinovirus b
rhinovirus c,Virus,human rhinovirus c,FALSE,human rhinovirus c,human rhinovirus c
rhopapillomavirus 1,Virus,,FALSE,rhopapillomavirus 1,rhopapillomavirus 1
rift valley fever phlebovirus,Virus,,FALSE,rift valley,rift valley fever virus
rinderpest,Virus,rdv; rinderpest virus rv; rinderpest virus rpv,TRUE,rinderpest,rinderpest virus
rio bravo,Virus,,TRUE,rio bravo,rio bravo virus
rio mamore hantavirus,Virus,rio mamore virus,FALSE,rio mamore,rio mamore virus
rio negro,Virus,,TRUE,rio negro,rio negro virus
rio segundo hantavirus,Virus,rio segundo virus; reithrodontomys mexicanus hantavirus,FALSE,rio segundo,rio segundo virus
rodent erythroparvovirus 1,Virus,,FALSE,rodent erythroparvovirus 1,rodent erythroparvovirus 1
rodent protoparvovirus 1,Virus,,FALSE,rodent protoparvovirus 1,rodent protoparvovirus 1
rodent protoparvovirus 2,Virus,,FALSE,rodent protoparvovirus 2,rodent protoparvovirus 2
rosavirus a,Virus,,FALSE,rosavirus a,rosavirus a
ross river,Virus,,TRUE,ross river,ross river virus
rotavirus a,Virus,group a rotavirus; rotavirus group a; group a rotaviruses,TRUE,rotavirus a,rotavirus a
rotavirus b,Virus,"group b rotaviruses; rotavirus group b; rotavirus group b, etc.",TRUE,rotavirus b,rotavirus b
rotavirus c,Virus,group c rotavirus; rotavirus group c; group c rotaviruses,TRUE,rotavirus c,rotavirus c
rotavirus d,Virus,group d rotavirus,TRUE,rotavirus d,rotavirus d
rotavirus e,Virus,,TRUE,rotavirus e,rotavirus e
rotavirus f,Virus,group f rotaviruses,TRUE,rotavirus f,rotavirus f
rotavirus g,Virus,,FALSE,rotavirus g,rotavirus g
rotavirus h,Virus,,FALSE,rotavirus h,rotavirus h
rous sarcoma,Virus,rous sarcoma virus rsv,TRUE,rous sarcoma,rous sarcoma virus
rousettus bat coronavirus hku9,Virus,bat coronavirus hku9,FALSE,bat coronavirus hku9,bat coronavirus hku9
royal farm,Virus,,FALSE,royal farm,royal farm virus
rubella,Virus,,TRUE,rubella,rubella virus
saaremaa hantavirus,Virus,saaremaa virus,FALSE,saaremaa,saaremaa virus
sabia mammarenavirus,Virus,sabia virus; sabia arenavirus; sabi mammarenavirus,FALSE,sabia,sabia virus
saboya,Virus,,TRUE,saboya,saboya virus
saguinine gammaherpesvirus 1,Virus,,FALSE,callitrichine herpesvirus 1,callitrichine herpesvirus 1
saimiriine alphaherpesvirus 1,Virus,"marmoset herpesvirus; squirrel monkey herpesvirus 1; herpesvirus tamarinus, etc.",FALSE,saimiriine herpesvirus 1,saimiriine herpesvirus 1
saimiriine betaherpesvirus 4,Virus,saimiriine herpesvirus 4,FALSE,saimiriine herpesvirus 4,saimiriine herpesvirus 4
saimiriine gammaherpesvirus 2,Virus,"herpesvirus saimiri; saimiriine herpesvirus 2; herpesvirus saimiri 2, etc.",FALSE,saimiriine herpesvirus 2,saimiriine herpesvirus 2
sakhalin nairovirus,Virus,sakhalin virus,FALSE,sakhalin nairovirus,sakhalin nairovirus
